,Product,Consumer_complaint_narrative,category_id
24638,Mortgage,Equity Mortgage loan # XXXX is charging me hazard Insurance but I have hazard insurance on my home which I pay monthly insurance policy MPP - XXXX with XXXX XXXX XXXX XXXX. I just noticed that my escrow account is collecting this amount from my Mortgage payment every month. They have been charging me {$480.00} annually since 2014. I just notified them of the fact they seem to not accept their mistake. My Insurance company sent them a letter of verification providing proof that I have had hazard insurance on my home since 2014. Equity Mortgage has not return the excess amount charge to me. I have provided them with letters requesting a refund for their mistake.,1
24669,"Credit reporting, credit repair services, or other personal consumer reports","I just recently tried to open a bank account and was declined because I owe money to XXXXXXXX XXXX. The problem is that I NEVER had a XXXXXXXX XXXX account before. 
Please delete this account from XXXX XXXX XXXX. This is Not even my name and this is clear Fraud.",0
24687,Mortgage,I had a Wells Fargo mortgage between XXXX  I believe my interest rate was mishandled.,1
24694,"Credit reporting, credit repair services, or other personal consumer reports","In accordance with the Fair Credit Reporting Act, XXXX has violated my rights. 

15 U.S.C 1681 section 602 A. States I have the right to privacy.

15 U.S.C 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish a account without my written instructions",0
24698,Checking or savings account,"XXXX I have submitted all required documents to Wells Fargo numerous times. The issue continues to be unresolved by you. Why? I am requesting my XXXX XXXX Wells Fargo XXXX. XXXX ( XXXX XXXX ) ORDERED Court settlement check. 
I have XXXX and your harassment is illegal towards me. 
Stop harassing me! Stop!!",5
24733,Mortgage,"I filed a complaint with the CFPB about Wells Fargo 's handling of my mortgage concerning the covid 19 motgage payment suspension period, I complained that Wells Fargo added money to my mortgage, money that I did not borrow, but a penalty for using the Covid mortgage payment suspension. Wells Fargo 's answer was to create virtually a second loan account for the assesed penalty. Again I must complain about this, The implied Covid mortgage payment suspension was that mortgage payments would be suspended and resume after the alotted time period without penalty. These terms were implied and I and I am sure many others are appaled that an important government social contract in time of Government Mandated Shut Downs, would be used to defraud the home owning public. 
No penalties should be assesed, and if they are allowed to be then the Government should be the one to pay those penalties. It was the Government who shut the country down, and tried to mitigate the loss of personal income by coming up with this program and other programs to help with the loss of that income. 
The adding of money owed or "" borrowed '' to my mortgage account, when I never borrowed more, is not only improper but imoral.",1
24751,"Credit reporting, credit repair services, or other personal consumer reports","In accordance with the fair credit reporting act XXXX  account : XXXX XXXX # XXXX has violated my rights. 

15 U.S.C. 1681 section 602 A status, I have the right to privacy.

15 U.S.C. 1681 section 604 A section 2, It also states a consumer reporting agency can not furnish an account without my written instructions.",0
24798,Checking or savings account,Bank held payments which led to Inaccurate account info causing overdraft fees on numerous occasions,5
24920,Checking or savings account,"I opened an account 2015. Money was taken out of my account, apparently fraud. I closed the account. 
I tried to reopen an account a month later, and was denied. Reason stated it was because I closed account due to the fraudulent charges.",5
24929,"Credit reporting, credit repair services, or other personal consumer reports","in accordance with the fair credit reporting act. The list of accounts below has violated my federally protected consumer rights to privacy and confidentiality under 15USC 1681. 

XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX 15 U.S.C 1681 section 602 A. states i have the right to privacy.

15 U.S.C 1681 section 604 A section 2 : it also states a consumer reporting agency can not furnish an account without my written instructions.

15 U.S.C 1681c. ( a ) ( 5 ) section states : no consumer reporting agency may make any consumer report containing any of the following items of information any other adverse item of information, other than record by more than seven years.

15 U.S.C 1681s-2 ( A ) ( 1 ) a person shall not furnish any information relating to a consumer to any consumer reporting agency if the person knows or has reasonable cause to believe that the information is inaccurate...",0
24937,"Credit reporting, credit repair services, or other personal consumer reports","In accordance with the Fair Credit Reporting Act, XXXX XXXX has violated my rights. 

15 U.S.C 1681 section 602 A. States I have the right to privacy.

15 U.S.C 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish a account without my written instructions",0
24971,Vehicle loan or lease,Wells Fargo gave me a high interest rate,2
24981,Mortgage,"I requested PMI removal from Specialized Loan Servicing on the XXXX of XXXX. SPECIALIZED LOAN SERVICING LLC received and verified the paperwork XX/XX/XXXX. I called XX/XX/XXXX, XX/XX/XXXX and XX/XX/XXXX with no success in getting PMI removed.

After filing a complaint with CFPB, PMI was then finally cancelled. In the communication with SLS, provided below, it stated that I would be refunded any excess PMI payments after the request date. I never received any credits or refunds for the excess PMI payments. 

From SLS : On XX/XX/2022 we received such authorization, and on XX/XX/2022 we sent a letter advising that we had received sufficient information to review the account for PMI removal. As noted in the XX/XX/2022 letter, after further review of the account we have canceled the PMI coverage for the loan. As noted in the enclosed XX/XX/2022 letter, any overpayment of PMI has been or will be issued directly to you. We regret any inconvenience you may have experienced.",1
24984,"Credit reporting, credit repair services, or other personal consumer reports","I PULLED MY EXPERIAN CREDIT REPORT AND NOTICED FRAUDULENT ACCOUNTS THAT DO NOT BELONG TO ME. THEY ARE LISTED ON THE PDF DOCUMENT ALONG THAT IS ATTACHED THE PERSONAL INFORMATION. 
CFPB Write up In accordance with the Fair Credit Reporting act XXXX  Account # XXXX, has violated my rights. 

15 U.S.C 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish a account without my written instructions In accordance with the Fair Credit Reporting Act XXXX, the accounts listed on my attachments has violated my rights. 

15 USC 1681 Section 602 States I have the right to privacy.

15 USC 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish an account without my written instructions.

15 USC 1666B : A creditor may not treat a payment on a credit card account under an open end consumer credit plan as late for any purpose.",0
24990,"Credit reporting, credit repair services, or other personal consumer reports","My name is XXXX XXXX XXXX this complaint is not made in error neither is it being made by a third party.I declare under penalty of perjury I am alleging that a person or company- without my authorization- from unauthorized use of my social security number and card used my personal identifying information to apply for goods, services, or money ; and, was successful in creating some accounts. I have no knowledge of this and All is being investigated by the FTC.",0
24995,"Credit reporting, credit repair services, or other personal consumer reports","Hi I am submitting this XXXX XXXX this isn't any influence and this is not a third party. XXXX has low and unfair credit number for me in their report. I have complained more than 88 times nonstop this is exhausting im depressed they are not putting these fraudulent inquiries in dispute and accounts and they still haven't deleted them either I am depressed. The problem has not been resolved. my fico has me at a credit score over 709 XXXX has me at a score around 590. That is a huge difference. XXXX paints me as a XXXX. my fico say I have good credit. What the heck is going on here. i have almost no debt and my identity was stolen causing my score to drop n i made this clear for 90 days straight with XXXX i spoke to a representative agent name XXXX and XXXX and XXXX and XXXX and XXXX from the fraud department I prefer to speak to a us rept but they refused they had me on mute for 4 hours which was hurtful I have a perfect repayment record. I have very low credit utilization. I have one negative credit items outstanding debt now that is not mines. I have modest but ok income. Social Security. Something is wrong with XXXX. I do not understand why they are abusing consumers they don't help you at all This was a first step towards attempting resolution. They kept lying telling me they disputed n its not reporting but it keep reporting this inaccurate information without my authorization. They refused or were unable to verify n remove the inquiries and negative account its been 60days n they record the calls n admitted they had my police report n ftc and affidavit That was after attempting to contact XXXX more than 88 times in the last 120 days. XXXX is an abusive company. They are supposed to be protecting consumers. They need to be reigned in. they are causing me severe XXXX and stopping me from getting this job offer n now im homeless n cant provide to my XXXX year old daughter PLEASE HELP ME PLEASE im depressed now.with no help they keep ignoring me after I keep telling them repeatedly they are hurting my character of my name they won't respond and it not even in investigation with and me and my son are bout to be homeless please help I cant live like this The credit bureaus never did a proper "" investigation '' according to the FCRA. Section 1681a of the Fair Credit Reporting Act defines an investigative consumer report as a consumer report or portion thereof in which information on a consumer 's character, general reputation, personal characteristics, or mode of living is obtained through personal interviews with neighbors, friends, or associates of the consumer reported on or with others with whom he is acquainted or who may have knowledge concerning any such items of information. They did not do this. Also they have violated my rights even more. The credit bureaus stated my account was properly investigated but how is that possible if I never gave these creditors WRITTEN CONSENT OR AUTHORIZATION TO USE MY PERSONAL INFORMATION TO OPEN OR CLOSE ANY ACCOUNT. THESE BALANCES IS IN ACCURATE, PAYMENT STATUS AND HISTORY IN ACCURATE, LAST ACTIVITY DATE IS IN ACCURATE, ALL INFORMATION REGARDING THESE NEGATIVE INSTALLMENT LOAN IS INACCURATE.Someone is using my personal information pretending to be me to obtain credit. I don't know anything about this fraudulent account. I don't have any closed OR OPEN accounts with THESE LISTED CREDITORS BELOW WITH MY DOCUMENTATION. Also they have violated my rights even more In accordance with the Fair Credit Reporting Everything has to be 100 % accurate on my credit report. The credit bureaus stated it was properly investigated but how is that even possible if THESE CREDITORS DID NOT GET ANY WRITTEN SIGNATURE, CONSENT OR AUTHORIZATION FROM ME. This account is fraud and does not belong to me, this is in accurate, I have never opened or closed any account with THESE CREDITORS I ask for documents with signature or authorization, they did not submit my request.This grounds for removal and deletion immediately. I never gave THESE CREDITORS ANY WRITTEN CONSENT OR AUTHORIZATION TO USE MY PERSONAL INFORMATION TO OPEN THIS ACCOUNT. THIS IS FRAUD. I'VE ASK FOR SIGNED DOCUMENTS WITH MY SIGNATURE GIVING WRITTEN CONSENT TO OPEN THIS FRAUDULENT CREDIT ACCOUNTS. SOMEONE USE MY PERSONAL INFORMATION PRETENDING TO BE ME WITHOUT MY AUTHORIZATION OR CONSENT TO OPEN OR CLOSE ANY CREDIT ACCOUNT WITH THESE CREDITORS BELOW They also violated the law because according to 15 U.S.C 1681 section 602 A. states i have the rights to privacy 15 U.S.C 1681 section 604 section 2 : it also states a consumer reporting agency can not furnish a account without my written consent. In accordance with the Fair Credit Reporting act WITH THESE CREDITORS BELOW XXXX AND EXPERIAN AND XXXX has violated my rights. 15 U.S.C 1681 section 602 A. States I have the right to privacy. 15 U.S.C 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish a account without my written instructions 15 U.S.C 1666B : A creditor may not treat a payment on a credit card account under an open end consumer credit plan as late for any purpose SECTION 604 15 U.S CODE 1681 B THE LAW STATES THAT NO ONE CAN FURNISH INFORMATION ON MY CREDIT REPORT WITHOUT MY CONSENT. SECTION 605 A 15 U.S CODE 1681 C-1 WITH NO WRITTEN CONSENT OR INSTRUCTIONS THAT WOULD IN FACT BE IDENTITY THEFT SECTION 605 B 15 U.S CODE 1681C A copy of section 605B of the Fair Credit Reporting Act, whichrequires you to block the.fraudulent information on my credit report resulting from identity theft within four business days and to promptly notify the furnisher ( s ) of that information. Please block this information from my credit report, pursuant to section 605B of the Fair Credit Reporting Act, and send the required notifications to all furnishers of this information.",0
